"Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Nordea Masters",5863,2015-06-07,"european_tour",NA,NA,2018-06-05
"Swiss Challenge presented by Association Suisse de Golf",5864,2015-06-07,"european_challenge",NA,NA,2018-06-05
"JGT Championship Mori Building Cup Shishido Hills",5865,2015-06-07,"JapanGolfTour",NA,NA,2018-06-05
"Vodacom Origins of Golf presented by Samsung - Langebaan ",5866,2015-06-07,"sunshine_tour",NA,NA,2018-06-05
"Nefs Heritage 2015",5867,2015-06-07,"Korean Golf Tour 2",NA,NA,2018-06-05
"FedEx St. Jude Classic ",5868,2015-06-14,"PGA",NA,NA,2018-06-05
"Rust-Oleum Championship ",5869,2015-06-14,"webcom",NA,NA,2018-06-05
"Lyoness Open Powered by Greenfinity",5870,2015-06-14,"european_tour",NA,NA,2018-06-05
"KPMG Trophy",5871,2015-06-14,"european_challenge",NA,NA,2018-06-05
"THE SINGHA CORPORATION THAILAND OPEN",5872,2015-06-14,"JapanGolfTour","oneAsia",NA,2018-06-05
"PGM Rahman Putra Championship",5873,2015-06-14,"ADT 2018",NA,NA,2018-06-05
"U.S. Open",5874,2015-06-21,"Major Combo 2",NA,NA,2018-06-05
"Najeti Open Presented by Neuflize OBC",5875,2015-06-21,"european_challenge",NA,NA,2018-06-05
"Queen’s Cup",5876,2015-06-21,"Asian Tour 2018",NA,NA,2018-06-05
"The 2nd Vainer Open",5877,2015-06-21,"Korean Golf Tour 2",NA,NA,2018-06-05
"Travelers Championship ",5878,2015-06-28,"PGA",NA,NA,2018-06-05
"Air Capital Classic presented by Aetna ",5879,2015-06-28,"webcom",NA,NA,2018-06-05
"The Syncrude Boreal Open Presented by AECON",5880,2015-06-28,"CAN3",NA,NA,2018-06-05
"BMW International Open",5881,2015-06-28,"european_tour",NA,NA,2018-06-05
"SSE Scottish Hydro Challenge hosted by Macdonald Hotels and Resorts",5882,2015-06-28,"european_challenge",NA,NA,2018-06-05
"ISPS HANDA Global Cup",5883,2015-06-28,"JapanGolfTour",NA,NA,2018-06-05
"The Bali National Golf Resort Championships",5884,2015-06-28,"ADT 2018",NA,NA,2018-06-05
"Gunsan CC Open",5885,2015-06-28,"Korean Golf Tour 2",NA,NA,2018-06-05
"The Greenbrier Classic",5886,2015-07-05,"PGA",NA,NA,2018-06-05
"Nova Scotia Open ",5887,2015-07-05,"webcom",NA,NA,2018-06-05
"SIGA Dakota Dunes Open presented by SaskTel ",5888,2015-07-05,"CAN3",NA,NA,2018-06-05
"Alstom Open de France",5889,2015-07-05,"european_tour",NA,NA,2018-06-05
"AEGEAN Airlines Challenge Tour by Hartl Resort",5890,2015-07-05,"european_challenge",NA,NA,2018-06-05
"Shigeo Nagashima Invitational SEGA SAMMY CUP",5891,2015-07-05,"JapanGolfTour",NA,NA,2018-06-05
"John Deere Classic ",5892,2015-07-12,"PGA",NA,NA,2018-06-05
"Albertsons Boise Open presented by Kraft Nabisco ",5893,2015-07-12,"webcom",NA,NA,2018-06-05
"The Players Cup ",5894,2015-07-12,"CAN3",NA,NA,2018-06-05
"Aberdeen Asset Management Scottish Open",5895,2015-07-12,"european_tour",NA,NA,2018-06-05
"D+D REAL Slovakia Challenge",5896,2015-07-12,"european_challenge",NA,NA,2018-06-05
"MUSEE PLATINUM Open",5897,2015-07-12,"JapanGolfTour",NA,NA,2018-06-05
"144th OPEN CHAMPIONSHIP",5898,2015-07-19,"Major Combo 2",NA,NA,2018-06-05
"Fred Olsen Challenge de España",5899,2015-07-19,"european_challenge",NA,NA,2018-06-05
"Barbasol Championship ",5900,2015-07-19,"PGA",NA,NA,2018-06-05
"Stonebrae Classic ",5901,2015-07-19,"webcom",NA,NA,2018-06-05
"Staal Foundation Open presented by Tbaytel ",5902,2015-07-19,"CAN3",NA,NA,2018-06-05
"RBC Canadian Open ",5903,2015-07-26,"PGA",NA,NA,2018-06-05
"Omega European Masters",5904,2015-07-26,"Asian Tour 2018","european_tour",NA,2018-06-05
"Le Vaudreuil Golf Challenge",5905,2015-07-26,"european_challenge",NA,NA,2018-06-05
"Dunlop SRIXON Fukushima Open",5906,2015-07-26,"JapanGolfTour",NA,NA,2018-06-05
"The Wealth Design Invitational",5907,2015-07-26,"EPT Logo",NA,NA,2018-06-05
"Master Promo Championship",5908,2015-07-26,"NGL Logo",NA,NA,2018-06-05
"Quicken Loans National ",5909,2015-08-02,"PGA",NA,NA,2018-06-05
"Utah Championship presented by Zions Bank ",5910,2015-08-02,"webcom",NA,NA,2018-06-05
"ATB Financial Classic ",5911,2015-08-02,"CAN3",NA,NA,2018-06-05
"Saltire Energy Paul Lawrie Match Play",5912,2015-08-02,"european_tour",NA,NA,2018-06-05
"Madeira Islands Open – Portugal – BPI",5913,2015-08-02,"european_challenge","european_tour",NA,2018-06-05
"Taifong Open",5914,2015-08-02,"ADT 2018",NA,NA,2018-06-05
"PDC Open",5915,2015-08-02,"EPT Logo",NA,NA,2018-06-05
"LOTOS Polish Open 2015",5916,2015-08-02,"PGT Logo",NA,NA,2018-06-05
"Made in Denmark by Ejner Hessel",5917,2015-08-02,"NGL Logo",NA,NA,2018-06-05
"World Golf Championships-Bridgestone Invitational ",5918,2015-08-09,"WGC",NA,NA,2018-06-05
"Barracuda Championship",5919,2015-08-09,"PGA",NA,NA,2018-06-05
"Digital Ally Open ",5920,2015-08-09,"webcom",NA,NA,2018-06-05
"Northern Ireland Open in Association with Sphere Global and Ulster Bank",5921,2015-08-09,"european_challenge",NA,NA,2018-06-05
"Aboitiz Invitational",5922,2015-08-09,"ADT 2018",NA,NA,2018-06-05
"Sun City Challenge",5923,2015-08-09,"sunshine_tour",NA,NA,2018-06-05
"The COBRA PUMA GOLF Open",5924,2015-08-09,"EPT Logo",NA,NA,2018-06-05
"Isaberg Open hosted by Patrik Sjöland",5925,2015-08-09,"NGL Logo",NA,NA,2018-06-05
"KOSAIDO Düsseldorf Open 2015",5926,2015-08-09,"PGT Logo",NA,NA,2018-06-05
"PGA Championship ",5927,2015-08-16,"Major Combo 2",NA,NA,2018-06-05
"Price Cutter Charity Championship presented by Dr Pepper ",5928,2015-08-16,"webcom",NA,NA,2018-06-05
"GANT Open",5929,2015-08-16,"european_challenge",NA,NA,2018-06-05
"PGM Northport Glenmarie Championship",5930,2015-08-16,"ADT 2018",NA,NA,2018-06-05
"The Break90 Championship",5931,2015-08-16,"EPT Logo",NA,NA,2018-06-05
"Holtsmark Open",5932,2015-08-16,"NGL Logo",NA,NA,2018-06-05
"Sparkassen Open 2015",5933,2015-08-16,"PGT Logo",NA,NA,2018-06-05
"Wyndham Championship ",5934,2015-08-23,"PGA",NA,NA,2018-06-05
"News Sentinel Open presented by Pilot ",5935,2015-08-23,"webcom",NA,NA,2018-06-05
"National Capital Open to Support Our Troops ",5937,2015-08-23,"CAN3",NA,NA,2018-06-05
"Made in Denmark",5938,2015-08-23,"european_tour",NA,NA,2018-06-05
"ROLEX Trophy",5939,2015-08-23,"european_challenge",NA,NA,2018-06-05
"Isuzu Queensland Open ",5940,2015-08-23,"AUS Logo2",NA,NA,2018-06-05
"Vodacom Origins of Golf presented by Samsung - San Lameer  ",5941,2015-08-23,"sunshine_tour",NA,NA,2018-06-05
"The Tree Of Life Championship",5942,2015-08-23,"EPT Logo",NA,NA,2018-06-05
"Landeryd Masters by Porsche Center Linköping",5943,2015-08-23,"NGL Logo",NA,NA,2018-06-05
"Augsburg Classic 2015",5944,2015-08-23,"PGT Logo",NA,NA,2018-06-05
"The Barclays ",5945,2015-08-30,"PGA",NA,NA,2018-06-05
"WinCo Foods Portland Open presented by Kraft Heinz ",5946,2015-08-30,"webcom",NA,NA,2018-06-05
"The Great Waterway Classic ",5947,2015-08-30,"CAN3",NA,NA,2018-06-05
"D+D Real Czech Masters",5948,2015-08-30,"european_tour",NA,NA,2018-06-05
"RIZAP KBC Augusta",5949,2015-08-30,"JapanGolfTour",NA,NA,2018-06-05
"Ciputra Golfpreneur Tournament",5951,2015-08-30,"ADT 2018",NA,NA,2018-06-05
"Sun Wild Coast Sun Challenge",5952,2015-08-30,"sunshine_tour",NA,NA,2018-06-05
"Clipper Logistics Players Championship",5953,2015-08-30,"EPT Logo",NA,NA,2018-06-05
"The 58th KPGA Championship",5954,2015-08-30,"Korean Golf Tour 2",NA,NA,2018-06-05
"K-Supermarket Kamppi Open",5955,2015-08-30,"NGL Logo",NA,NA,2018-06-05
"Deutsche Bank Championship ",5956,2015-09-06,"PGA",NA,NA,2018-06-05
"Wildfire Invitational presented by PC Financial ",5957,2015-09-06,"CAN3",NA,NA,2018-06-05
"M2M Russian Open",5958,2015-09-06,"european_tour",NA,NA,2018-06-05
"Cordon Golf Open",5959,2015-09-06,"european_challenge",NA,NA,2018-06-05
"Fujisankei Classic",5960,2015-09-06,"JapanGolfTour",NA,NA,2018-06-05
"Sun Sibaya Challenge",5961,2015-09-06,"sunshine_tour",NA,NA,2018-06-05
"2015 ALPS de Andalucia",5962,2015-09-06,"Alps Golf Tour",NA,NA,2018-06-05
"Willis Masters",5964,2015-09-06,"NGL Logo",NA,NA,2018-06-05
"Preis des Hardenberg GolfResort 2015",5965,2015-09-06,"PGT Logo",NA,NA,2018-06-05
"BMW Championship ",5966,2015-09-20,"PGA",NA,NA,2018-06-05
"Small Business Connection Championship at River Run ",5967,2015-09-20,"webcom",NA,NA,2018-06-05
"Freedom 55 Financial Championship ",5968,2015-09-20,"CAN3",NA,NA,2018-06-05
"Volvo Colombian Classic presentado por Arturo Calle",5969,2015-09-20,"pga_latinoamerica",NA,NA,2018-06-05
"Hotel Fitness Championship ",5970,2015-09-13,"webcom",NA,NA,2018-06-05
"Cape Breton Celtic Classic presented by PC Financial ",5971,2015-09-13,"CAN3",NA,NA,2018-06-05
"All you need is Ecuador Open ",5972,2015-09-13,"pga_latinoamerica",NA,NA,2018-06-05
"Pingan Open",5973,2015-09-13,"CTPTC",NA,NA,2018-06-05
"KLM Open",5974,2015-09-13,"european_tour",NA,NA,2018-06-05
"Kazakhstan Open",5975,2015-09-13,"european_challenge",NA,NA,2018-06-05
"Vodacom Origins of Golf presented by Samsung - Vaal de Grace Golf Estate",5976,2015-09-13,"sunshine_tour",NA,NA,2018-06-05
"2015 Citadelle Trophy International Golf de Preisch",5977,2015-09-13,"Alps Golf Tour",NA,NA,2018-06-05
"Kolon The 58th Korea Open",5978,2015-09-13,"Korean Golf Tour 2","oneAsia",NA,2018-06-05
"Kristianstad Åhus Open",5979,2015-09-13,"NGL Logo",NA,NA,2018-06-05
"HotelPlanner.com Championship",5980,2015-09-06,"EPT Logo",NA,NA,2018-06-05
"Maeil Dairies Open 2015",5981,2015-09-06,"Korean Golf Tour 2",NA,NA,2018-06-05
"Thongchai Jaidee Foundation",5982,2015-09-13,"ADT 2018",NA,NA,2018-06-05
"72° OPEN D'ITALIA presented by DAMIANI",5983,2015-09-20,"european_tour",NA,NA,2018-06-05
"PGM Bukit Jawi Championship",5984,2015-09-20,"ADT 2018",NA,NA,2018-06-05
"ANA Open",5985,2015-09-20,"JapanGolfTour",NA,NA,2018-06-05
"Sun Windmill Challenge",5986,2015-09-20,"sunshine_tour",NA,NA,2018-06-05
"2015 Open International du Haut Poitou",5987,2015-09-20,"Alps Golf Tour",NA,NA,2018-06-05
"The 31st Shinhan Donghae Open",5988,2015-09-20,"Korean Golf Tour 2",NA,NA,2018-06-05
"Danæg PGA Championship",5989,2015-09-20,"NGL Logo",NA,NA,2018-06-05
"TOUR Championship by Coca-Cola ",5990,2015-09-27,"PGA",NA,NA,2018-06-05
"Nationwide Children's Hospital Championship ",5991,2015-09-27,"webcom",NA,NA,2018-06-05
"Aberto do Brasil presented by Credit Suisse Hedging Griffo ",5992,2015-09-27,"pga_latinoamerica",NA,NA,2018-06-05
"Cadillac Championship",5993,2015-09-27,"CTPTC",NA,NA,2018-06-05
"Porsche European Open",5994,2015-09-27,"european_tour",NA,NA,2018-06-05
"Asia Pacific Open Mitsubishi Diamond Cup",5996,2015-09-27,"Asian Tour 2018","JapanGolfTour",NA,2018-06-05
"Ballantine’s Taiwan Championship",5997,2015-09-27,"ADT 2018",NA,NA,2018-06-05
"2015 Open International De Marcilly",5998,2015-09-27,"Alps Golf Tour",NA,NA,2018-06-05
"GolfUppsala Open",5999,2015-09-27,"NGL Logo",NA,NA,2018-06-05
"Web.com Tour Championship ",6000,2015-10-04,"webcom",NA,NA,2018-06-05
"Hyundai-BBVA 89 Abierto de Chile ",6001,2015-10-04,"pga_latinoamerica",NA,NA,2018-06-05
"Yulongwan Yunnan Open",6002,2015-10-04,"CTPTC",NA,NA,2018-06-05
"Alfred Dunhill Links Championship",6003,2015-10-04,"european_tour",NA,NA,2018-06-05
"EMC Challenge Open",6004,2015-10-04,"european_challenge",NA,NA,2018-06-05
"Top Cup Tokai Classic 2015",6005,2015-10-04,"JapanGolfTour",NA,NA,2018-06-05
"South Pacific Open Championship ",6006,2015-10-04,"AUS Logo2",NA,NA,2018-06-05
"Mercuries Taiwan Masters",6007,2015-10-04,"Asian Tour 2018",NA,NA,2018-06-05
"Vodacom Origins of Golf presented by Samsung - St Francis Links",6008,2015-10-04,"sunshine_tour",NA,NA,2018-06-05
"Descente Korea Munsingwear Matchplay",6009,2015-10-04,"Korean Golf Tour 2",NA,NA,2018-06-05
"Race to Himmerland",6010,2015-10-04,"NGL Logo",NA,NA,2018-06-05
"Castanea Resort Pro Golf Tour Championship 2015",6011,2015-10-04,"PGT Logo",NA,NA,2018-06-05
"British Masters supported by Sky Sports",6012,2015-10-11,"european_tour",NA,NA,2018-06-05
"Volopa Irish Challenge hosted by Mount Wolseley Hotel Spa and Golf Resort",6013,2015-10-11,"european_challenge",NA,NA,2018-06-05
"HONMA TOURWORLD CUP AT TROPHIA GOLF 2015",6014,2015-10-11,"JapanGolfTour",NA,NA,2018-06-05
"Yeangder Tournament Players Championship",6015,2015-10-11,"Asian Tour 2018",NA,NA,2018-06-05
"Sun Boardwalk Challenge",6016,2015-10-11,"sunshine_tour",NA,NA,2018-06-05
"2015 Alps de Extremadura",6017,2015-10-11,"Alps Golf Tour",NA,NA,2018-06-05
"Tourfinal Vellinge Open hosted by Ljunghusen",6018,2015-10-11,"NGL Logo",NA,NA,2018-06-05
"Frys.com Open ",6019,2015-10-18,"PGA",NA,NA,2018-06-05
"Mundo Maya Open presentado por Heineken ",6020,2015-10-18,"pga_latinoamerica",NA,NA,2018-06-05
"Lushan Open",6021,2015-10-11,"CTPTC",NA,NA,2018-06-05
"Chongqing Open",6022,2015-10-18,"CTPTC",NA,NA,2018-06-05
"Portugal Masters",6023,2015-10-18,"european_tour",NA,NA,2018-06-05
"Japan Open Golf Championship",6024,2015-10-18,"JapanGolfTour",NA,NA,2018-06-05
"Fiji International",6025,2015-10-18,"AUS Logo2","oneAsia",NA,2018-06-05
"Venetian Macao Open",6026,2015-10-18,"Asian Tour 2018",NA,NA,2018-06-05
"Sun Fish River Sun Challenge",6027,2015-10-18,"sunshine_tour",NA,NA,2018-06-05
"2015 Abruzzo Open",6028,2015-10-18,"Alps Golf Tour",NA,NA,2018-06-05
"Shriners Hospitals for Children Open ",6029,2015-10-25,"PGA",NA,NA,2018-06-05
"The Foshan Open",6031,2015-10-25,"european_challenge",NA,NA,2018-06-05
"Bridgestone Open",6032,2015-10-25,"JapanGolfTour",NA,NA,2018-06-05
"PGM Kinrara Championship",6033,2015-10-25,"ADT 2018",NA,NA,2018-06-05
"Vodacom Origins of Golf presented by Samsung -Koro Creek Bushveld Golf Estate ",6034,2015-10-25,"sunshine_tour",NA,NA,2018-06-05
"Edmond de Rothschild Israel Masters 2015",6035,2015-10-25,"Alps Golf Tour",NA,NA,2018-06-05
"UBS Hong Kong Open",6036,2015-10-25,"Asian Tour 2018","european_tour",NA,2018-06-05
"CIMB Classic",6037,2015-11-01,"Asian Tour 2018","PGA",NA,2018-06-05
"Turkish Airlines Open",6038,2015-11-01,"european_tour",NA,NA,2018-06-05
"Mynavi ABC Championship",6039,2015-11-01,"JapanGolfTour",NA,NA,2018-06-05
"TX Civil & Logistics WA PGA Championship ",6040,2015-11-01,"AUS Logo2",NA,NA,2018-06-05
"Take Solutions India Masters",6041,2015-11-01,"ADT 2018",NA,NA,2018-06-05
"Matchroom Sport Tour Championship",6042,2015-11-01,"EPT Logo",NA,NA,2018-06-05
"Roberto De Vicenzo Punta del Este Open Copa NEC ",6043,2015-11-01,"pga_latinoamerica",NA,NA,2018-06-05
"Sanderson Farms Championship ",6044,2015-11-08,"PGA",NA,NA,2018-06-05
"110 VISA Open de Argentina presentado por OSDE",6045,2015-11-08,"pga_latinoamerica",NA,NA,2018-06-05
"WGC – HSBC Champions",6046,2015-11-08,"WGC",NA,NA,2018-06-05
"NBO Golf Classic Grand Final",6047,2015-11-08,"european_challenge",NA,NA,2018-06-05
"Heiwa PGM Championship",6048,2015-11-08,"JapanGolfTour",NA,NA,2018-06-05
"Nexus Risk TSA Group WA Open ",6049,2015-11-08,"AUS Logo2",NA,NA,2018-06-05
"Panasonic Open India",6050,2015-11-08,"Asian Tour 2018",NA,NA,2018-06-05
"PGM Tiara Championship",6051,2015-11-08,"ADT 2018",NA,NA,2018-06-05
"Nedbank Affinity Cup",6052,2015-11-08,"sunshine_tour",NA,NA,2018-06-05
"Caido Golf LIS Tour Championship",6053,2015-11-08,"Korean Golf Tour 2",NA,NA,2018-06-05
"OHL Classic at Mayakoba ",6054,2015-11-15,"PGA",NA,NA,2018-06-05
"Personal Classic presentado por NEC ",6055,2015-11-15,"pga_latinoamerica",NA,NA,2018-06-05
"BMW Masters",6056,2015-11-15,"european_tour",NA,NA,2018-06-05
"Mitsui Sumitomo VISA Taiheiyo Masters",6057,2015-11-15,"JapanGolfTour",NA,NA,2018-06-05
"NSW Open Championship ",6058,2015-11-15,"AUS Logo2",NA,NA,2018-06-05
"The World Classic Championship at Laguna National",6059,2015-11-15,"Asian Tour 2018",NA,NA,2018-06-05
"Vodacom Origins of Golf presented by Samsung Final - Zebula Country Club ",6060,2015-11-15,"sunshine_tour",NA,NA,2018-06-05
"The RSM Classic ",6061,2015-11-22,"PGA",NA,NA,2018-06-05
"Lexus Peru Open Presentado por Scotiabank ",6062,2015-11-22,"pga_latinoamerica",NA,NA,2018-06-05
"Nine Dragons Open",6063,2015-11-22,"CTPTC",NA,NA,2018-06-05
"DP World Tour Championship, Dubai",6064,2015-11-22,"european_tour",NA,NA,2018-06-05
"Dunlop Phoenix",6065,2015-11-22,"JapanGolfTour",NA,NA,2018-06-05
"UNIQLO Masters ",6066,2015-11-22,"AUS Logo2",NA,NA,2018-06-05
"Resorts World Manila Masters",6067,2015-11-22,"Asian Tour 2018",NA,NA,2018-06-05
"PGM Nilai Springs Championship",6068,2015-11-22,"ADT 2018",NA,NA,2018-06-05
"Lion of Africa Cape Town Open",6069,2015-11-22,"sunshine_tour",NA,NA,2018-06-05
"Hainan Open",6070,2015-11-29,"CTPTC",NA,NA,2018-06-05
"Alfred Dunhill Championship",6071,2015-11-29,"sunshine_tour","european_tour",NA,2018-06-05
"Casio World Open",6072,2015-11-29,"JapanGolfTour",NA,NA,2018-06-05
"Emirates Australian Open ",6073,2015-11-29,"AUS Logo2","oneAsia",NA,2018-06-05
"PGM MIDF KLGCC Championship",6074,2015-11-29,"ADT 2018",NA,NA,2018-06-05
"Hero World Challenge ",6075,2015-12-06,"PGA",NA,NA,2018-06-05
"PGA TOUR Latinoamerica Tour Championship presented by FirstBank ",6076,2015-12-06,"pga_latinoamerica",NA,NA,2018-06-05
"Capital Airline - HNA Real Estate Championship",6077,2015-12-06,"CTPTC",NA,NA,2018-06-05
"Nedbank Golf Challenge",6078,2015-12-06,"sunshine_tour","european_tour",NA,2018-06-05
"Golf Nippon Series JT Cup",6079,2015-12-06,"JapanGolfTour",NA,NA,2018-06-05
"Australian PGA Championship ",6080,2015-12-06,"AUS Logo2","european_tour",NA,2018-06-05
"Ho Tram Open",6081,2015-12-06,"Asian Tour 2018",NA,NA,2018-06-05
"NSW PGA Championship ",6082,2015-12-13,"AUS Logo2",NA,NA,2018-06-05
"Thailand Golf Championship",6083,2015-12-13,"Asian Tour 2018",NA,NA,2018-06-05
"Philippine Open presented by ICTSI",6084,2015-12-20,"Asian Tour 2018",NA,NA,2018-06-05
"Boonchu Ruangkit Championship",6085,2015-12-27,"ADT 2018",NA,NA,2018-06-05
"Hyundai Tournament of Champions ",6086,2016-01-10,"PGA",NA,NA,2018-06-05
"The BMW SA Open hosted by City of Ekurhuleni",6087,2016-01-10,"sunshine_tour","european_tour",NA,2018-06-05
"Sony Open in Hawaii ",6089,2016-01-17,"PGA",NA,NA,2018-06-05
"Joburg Open",6090,2016-01-17,"sunshine_tour","european_tour",NA,2018-06-05
"CareerBuilder Challenge in partnership with the Clinton Foundation ",6092,2016-01-24,"PGA",NA,NA,2018-06-05
"Abu Dhabi HSBC Golf Championship",6093,2016-01-24,"european_tour",NA,NA,2018-06-05
"Red Sea Egyptian Classic 2016",6094,2016-01-24,"PGT Logo",NA,NA,2018-06-05
"The Players Championship",6095,2016-01-24,"ADT 2018",NA,NA,2018-06-05
"Farmers Insurance Open ",6096,2016-01-31,"PGA",NA,NA,2018-06-05
"Panama Claro Championship ",6097,2016-01-31,"webcom",NA,NA,2018-06-05
"Commercial Bank Qatar Masters",6098,2016-01-31,"european_tour",NA,NA,2018-06-05
"SMBC Singapore Open",6099,2016-01-31,"Asian Tour 2018","JapanGolfTour",NA,2018-06-05
"PGM CCM Rahman Putra Championship",6100,2016-01-31,"ADT 2018",NA,NA,2018-06-05
"Red Sea Ain Sokhna Classic 2016 ",6101,2016-01-31,"PGT Logo",NA,NA,2018-06-05
"Waste Management Phoenix Open ",6102,2016-02-07,"PGA",NA,NA,2018-06-05
"Club Colombia Championship Presented by Claro ",6103,2016-02-07,"webcom",NA,NA,2018-06-05
"Omega Dubai Desert Classic",6104,2016-02-07,"european_tour",NA,NA,2018-06-05
"Oates Vic Open ",6105,2016-02-07,"AUS Logo2",NA,NA,2018-06-05
"Leopalace21 Myanmar Open",6106,2016-02-07,"Asian Tour 2018","JapanGolfTour",NA,2018-06-05
"PGM UMW Championship",6107,2016-02-07,"ADT 2018",NA,NA,2018-06-05
"AT&T Pebble Beach Pro-Am ",6108,2016-02-14,"PGA",NA,NA,2018-06-05
"Tshwane Open",6109,2016-02-14,"sunshine_tour","european_tour",NA,2018-06-05
"Mercedes Benz Truck and Bus Victorian PGA Championship ",6110,2016-02-14,"AUS Logo2",NA,NA,2018-06-05
"Bashundhara Bangladesh Open",6111,2016-02-14,"Asian Tour 2018",NA,NA,2018-06-05
"2016 EIN Bay Open",6112,2016-02-14,"Alps Golf Tour",NA,NA,2018-06-05
"Open Ocean 2016",6113,2016-02-14,"PGT Logo",NA,NA,2018-06-05
"Northern Trust Open ",6114,2016-02-21,"PGA",NA,NA,2018-06-05
"Maybank Championship Malaysia",6115,2016-02-21,"Asian Tour 2018","european_tour",NA,2018-06-05
"Dimension Data Pro-Am",6116,2016-02-21,"sunshine_tour",NA,NA,2018-06-05
"Open Tazegzout 2016",6118,2016-02-14,"PGT Logo",NA,NA,2018-06-05
"2016 Red Sea Little Venice Open",6119,2016-02-21,"Alps Golf Tour",NA,NA,2018-06-05
"The Honda Classic ",6120,2016-02-28,"PGA",NA,NA,2018-06-05
"69 Avianca Colombia Open presentado por BBVA",6121,2016-02-28,"pga_latinoamerica",NA,NA,2018-06-05
"ISPS HANDA Perth International",6122,2016-02-28,"AUS Logo2","Asian Tour 2018","european_tour",2018-06-05
"Eye of Africa PGA Championship",6123,2016-02-28,"sunshine_tour",NA,NA,2018-06-05
"Dreamland Pyramids Open",6124,2016-02-28,"Alps Golf Tour",NA,NA,2018-06-05
"PGM Northport Glenmarie Championship",6125,2016-02-28,"ADT 2018",NA,NA,2018-06-05
"Lumine Lakes Open",6126,2016-02-28,"NGL Logo",NA,NA,2018-06-05
"WGC - Cadillac Championship ",6127,2016-03-06,"WGC",NA,NA,2018-06-05
"Holden NZ PGA Championship",6128,2016-03-06,"AUS Logo2",NA,NA,2018-06-05
"Lumine Hills Open",6129,2016-03-06,"NGL Logo",NA,NA,2018-06-05
"Valspar Championship ",6130,2016-03-13,"PGA",NA,NA,2018-06-05
"True Thailand Classic",6131,2016-03-13,"Asian Tour 2018","european_tour",NA,2018-06-05
"BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"AUS Logo2",NA,NA,2018-06-05
"PGM Clearwater Championship",6133,2016-03-13,"ADT 2018",NA,NA,2018-06-05
"The 2016 Tony Jacklin Open",6134,2016-03-13,"PGT Logo",NA,NA,2018-06-05
"2016 Open Casa Green",6135,2016-03-13,"PGT Logo",NA,NA,2018-06-05
"Arnold Palmer Invitational presented by MasterCard ",6136,2016-03-20,"PGA",NA,NA,2018-06-05
"Chitimacha Louisiana Open presented by NACHER ",6137,2016-03-20,"webcom",NA,NA,2018-06-05
"Lexus Panama Classic ",6138,2016-03-20,"pga_latinoamerica",NA,NA,2018-06-05
"Hero Indian Open",6139,2016-03-20,"Asian Tour 2018","european_tour",NA,2018-06-05
"The Barclays Kenya Open",6140,2016-03-20,"european_challenge",NA,NA,2018-06-05
"Coca-Cola QLD PGA Championship",6141,2016-03-20,"AUS Logo2",NA,NA,2018-06-05
"Mediter Real Estate Masters",6142,2016-03-20,"NGL Logo",NA,NA,2018-06-05
"PGA Catalunya Championship",6143,2016-03-20,"NGL Logo",NA,NA,2018-06-05
" WGC - Dell Match Play",6144,2016-03-27,"WGC",NA,NA,2018-06-05
"Puerto Rico Open at Coco Beach",6145,2016-03-27,"PGA",NA,NA,2018-06-05
"PGM LADA Langkawi Championship",6146,2016-03-27,"ADT 2018",NA,NA,2018-06-05
"Shell Houston Open",6147,2016-04-03,"PGA",NA,NA,2018-06-05
"Brasil Champions presented by Embrase",6148,2016-04-03,"webcom",NA,NA,2018-06-05
"Masters Tournament ",6149,2016-04-10,"Major Combo 2",NA,NA,2018-06-05
"Servientrega Championship Presented by Efecty",6150,2016-04-10,"webcom",NA,NA,2018-06-05
"Charming Yeangder ADT",6151,2016-04-03,"ADT 2018",NA,NA,2018-06-05
"PGM Darul Aman Championship",6152,2016-04-10,"ADT 2018",NA,NA,2018-06-05
"RBC Heritage ",6153,2016-04-17,"PGA",NA,NA,2018-06-05
"85 Abierto OSDE del Centro presentado por FiberCorp ",6154,2016-04-17,"pga_latinoamerica",NA,NA,2018-06-05
"Real Club Valderrama Open de España, Hosted by the Sergio Garcia Foundation",6155,2016-04-17,"european_tour",NA,NA,2018-06-05
"Token Homemate Cup",6156,2016-04-17,"JapanGolfTour",NA,NA,2018-06-05
"ICTSI Manila Southwoods Championship",6157,2016-04-17,"ADT 2018",NA,NA,2018-06-05
"Golden Pilsener Zimbabwe Open",6158,2016-04-17,"sunshine_tour",NA,NA,2018-06-05
"2016 Open Madaef",6159,2016-04-17,"PGT Logo",NA,NA,2018-06-05
"2016 Open Royal Golf Anfa Mohammedia",6160,2016-04-17,"PGT Logo",NA,NA,2018-06-05
"Valero Texas Open ",6161,2016-04-24,"PGA",NA,NA,2018-06-05
"El Bosque Mexico Championship presented by INNOVA",6162,2016-04-24,"webcom",NA,NA,2018-06-05
"Guatemala Stella Artois Open ",6163,2016-04-24,"pga_latinoamerica",NA,NA,2018-06-05
"Shenzhen International",6164,2016-04-24,"european_tour",NA,NA,2018-06-05
"Red Sea Egyptian Challenge Presented by Hassan Allam Properties",6165,2016-04-24,"european_challenge",NA,NA,2018-06-05
"Panasonic Open Golf Championship",6166,2016-04-24,"Asian Tour 2018","JapanGolfTour",NA,2018-06-05
"South Pacific Export Radler PNG Open ",6167,2016-04-24,"AUS Logo2",NA,NA,2018-06-05
